"cislo strany","nazov strany","cislo kandidata",meno,priezvisko,tituly,vek,povolania,mesto
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",124,Jaroslav,Vaňo,,51,robotník,Košice
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",125,Mária,Holubová,,38,nezamestnaná,Košice
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",126,Justína,Žigová,,37,"kuchárka MŠ",Lemešany
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",127,Gabriel,Žiga,,38,živnostník,Lemešany
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",128,Peter,Vajdiar,,35,podnikateľ,Lokca
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",129,Ladislav,Sivák,,45,nezamestnaný,Stropkov
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",130,Lukáš,Filip,,27,robotník,Košice
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",131,Marcela,Filipová,,23,robotníčka,Košice
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",132,Marianna,Spišáková,Mgr.,27,tímlíderka,Prešov
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",133,Martina,Adamová,,42,predavačka,"Banská Bystrica"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",134,Tibor,Matula,,64,podnikateľ,Košice
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",135,Vladislav,Konôpka,,60,"súkromný podnikateľ",Želovce
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",136,Adriána,Mojžišová,Mgr.,35,referentka,Brezno
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",137,Dana,Čillíková,,52,"vedúca prevádzky","Banská Bystrica"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",138,Jaroslav,Benko,,46,vodič,Bratislava
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",139,Emil,Kisel,,61,dôchodca,Gelnica
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",140,Peter,Jurčák,,35,"operátor výroby",Jaklovce
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",141,Stanislav,Jurík,,41,"riaditeľ výroby",Kojšov
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",142,Emil,Novák,,67,"riaditeľ firmy","Banská Bystrica"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",143,Helena,Baheľová,,25,nezamestnaná,"Svätý Anton"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",144,Martina,Durbáková,,34,nezamestnaná,"Svätý Anton"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",145,Dalibor,Eliáš,,26,pilčík,Prakovce
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",146,Peter,Kraslan,,32,chladiar,Hurbanovo
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",147,František,Haris,,31,elektrotechnik,Hurbanovo
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",148,Gabriela,Berkyová,,27,nezamestnaná,"Svätý Anton"
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",149,Ľubomír,Eliaš,,27,nezamestnaný,Prakovce
2,"STRANA MODERNÉHO SLOVENSKA (SMS)",150,Július,Mako,Ing.;CSc.,58,starosta,Želovce
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",1,Veronika,Remišová,"Mgr. art.;M.A.ArtD.",39,"protikorupčná občianska aktivistka",Bratislava
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",2,Alan,Suchánek,MUDr.,62,lekár;chirurg,Piešťany
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",3,Viera,Dubačová,"Mgr. art.",53,"divadelná režisérka;občianska aktivistka","Banská Bystrica"
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",4,Marek,Krajčí,MUDr.,41,"lekár;detský kardiológ;riaditeľ platformy Kresťania v meste",Bratislava
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",5,Oto,Žarnay,Mgr.,46,"učiteľ;občiansky aktivista",Košice
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",6,Soňa,Gaborčáková,PhDr.,38,"riaditeľka domova sociálnych služieb sv. Anny","Stará Ľubovňa"
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",7,Anna,Verešová,Mgr.,51,"riaditeľka zariadenia pre matky s deťmi v núdzi;Fórum života","Kamenná Poruba"
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",8,Silvia,Petruchová,Mgr.,39,živnostníčka;ekonómka,Bratislava
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",9,Miroslav,Sopko,Mgr.,41,"učiteľ;viceprezident Slovenskej komory učiteľov",Zalužice
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",10,Ján,Marosz,Mgr.,37,"učiteľ;občiansky aktivista",Podhorie
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",11,Elena,Červeňáková,Mgr.,57,"zdravotná sestra",Košice
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",12,Natália,Gálisová,Mgr.,33,"občianska aktivistka",Bratislava
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",13,Michal,Šipoš,Mgr.,34,"občiansky aktivista - OZ Zastavme hazard;živnostník","Stará Ľubovňa"
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",14,Daniel,Lipšic,JUDr.,42,"poslanec NR SR;advokát",Bratislava
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",15,Gábor,Grendel,Mgr.,35,novinár,Bratislava
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",16,Marcel,Klimek,Ing.,42,makroekonóm,Bratislava
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",17,Viera,Leščáková,PaedDr.,41,učiteľka,"Veľký Šariš"
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",18,Tibor,Hlavatý,"doc. MUDr. Mgr.;PhD.",42,lekár;gastroenterológ,Marianka
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",19,Milan,Kuriak,,45,"podnikateľ;občiansky aktivista",Tvrdošín
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",20,Ľubomír,Klieštik,,42,podnikateľ,Čadca
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",21,Peter,Ziman,MUDr.;CSc.,70,"lekár;chirurg;súdny znalec",Myjava
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",22,Anna,Šmehilová,PhDr.;PhD.,36,"riaditeľka sociálnych služieb Effeta",Nitra
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",23,Mária,Cehelská,RNDr.,63,"občianska aktivistka;komunálna poslankyňa",Humenné
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",24,Eduard,Heger,Ing.,39,"ekonóm;kresťanský aktivista",Bratislava
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",25,Marián,Petro,,26,"študent;občiansky aktivista",Prešov
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",26,Radovan,Ondrejka,Mgr.,34,"riaditeľ reklamnej agentúry","Liptovské Sliače"
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",27,Ján,Herák,PhDr.,28,"sociálny pracovník pre rómske komunity","Považská Bystrica"
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",28,Peter,Vons,PaedDr.,57,"živnostník;tréner naturálnej kulturistiky",Martin
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",29,Zuzana,Nebusová,Mgr.,48,starostka,"Spišské Tomášovce"
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",30,Patrik,Mihaľ,MUDr.,41,lekár;chirurg,Bardejov
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",31,Hedviga,Kurcinová,Mgr.,50,"zdravotná sestra",Košice
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",32,Anna,Vargová,Ing.,56,"marketingová riaditeľka",Stupava
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",33,Michal,Drotován,"Mgr. Bc.",34,"občiansky aktivista",Bratislava
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",34,Obaidullah,Mir,MUDr.,47,lekár;urológ,"Rimavská Sobota"
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",35,Richard,Drutarovský,Ing.,44,"živnostník;občiansky aktivista",Prešov
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",36,Peter,Jurčovič,RNDr.,63,meteorológ,"Svätý Jur"
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",37,Peter,Oremus,,39,"dobrovoľník;projektový manažér",Nitra
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",38,Miloš,Svoboda,Ing.,55,prokurista,Púchov
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",39,Marcela,Gašová,,60,"občianska aktivistka","Dunajská Lužná"
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",40,Marek,Kúdela,Mgr.,41,starosta,Hviezdoslavov
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",41,Milan,"Ján Pilip",Mgr.,35,"občiansky aktivista;komunálny poslanec",Bardejov
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",42,Milan,Kaplan,Mgr.,29,"obchodný manažér",Michalovce
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",43,Marta,Ivanová,Mgr.,51,"občianska aktivistka;dobrovoľníčka",Levice
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",44,Jozef,Lukáč,Mgr.,42,"manažér obchodnej skupiny;kresťanský aktivista",Záborské
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",45,Marianna,Kováčová,JUDr.,34,právnička,"Zlaté Moravce"
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",46,Dušan,Dechet,Ing.,40,"strojný inžinier",Leopoldov
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",47,Vanda,Rybanská,Ing.,47,"občianska aktivistka","Dunajská Lužná"
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",48,Rastislav,Tešovič,Mgr.,37,"právnik;občiansky aktivista",Bratislava
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",49,Juraj,Lokša,Mgr.,28,"občiansky aktivista;exportný manažér",Nemecká
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",50,Oľga,Jarošová,"PhDr. Mgr.",45,"sociálna poradkyňa","Slovenský Grob"
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",51,Jozef,Hübel,Ing.,56,"moderátor;publicista;strojný inžinier",Bratislava
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",52,Milan,Potocký,,40,redaktor,Michalovce
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",53,Adrián,Balog,Mgr.,33,učiteľ,Fiľakovo
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",54,Róbert,Pajdlhauser,Ing.,48,"manažér logistiky",Bratislava
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",55,Róbert,Halák,,38,"herec divadla Nová scéna",Pezinok
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",56,Jozef,Vydra,Ing.,55,novinár,Bratislava
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",57,Peter,Hochschorner,,63,"tréner olympionikov",Bratislava
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",58,Ján,Brezovský,Ing.,58,"hlavný kontrolór mesta",Hlohovec
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",59,Radomír,Kizek,,39,"živnostník;občiansky aktivista",Medzany
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",60,Eduard,Čonka,Mgr.,49,"projektový manažér pre rómske komunity",Levoča
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",61,Jozef,Bubnár,Mgr.,29,učiteľ;hudobník,"Vranov nad Topľou"
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",62,Peter,Huba,"Ing. JUDr.;PhD.",30,právnik,Košice
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",63,Marek,Drimal,Ing.;PhD.,43,"vysokoškolský pedagóg","Dolný Kubín"
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",64,Vladimír,Polakovič,Mgr.,48,"prezident hokejového klubu;živnostník",Martin
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",65,Stanislav,Irsák,JUDr.,46,"advokát;právny zástupca spotrebiteľov",Bratislava
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",66,Katarína,Ivaničová,,52,agronómka,"Nitrianske Pravno"
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",67,Vojtech,Farkaš,JUDr.,60,starosta,"Sady nad Torysou"
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",68,Elena,Fatulová,RNDr.,68,"ekologická aktivistka;expertka na ochranu vôd",Bratislava
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",69,Peter,Oláš,,41,manažér,Šamorín
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",70,Iveta,Nosková,,47,"administratívna pracovníčka","Banská Bystrica"
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",71,Pavol,Jusko,PhDr.,52,"vysokoškolský pedagóg",Bratislava
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",72,Janka,Rindošová,,37,"podpredsedníčka Slovenskej jazdeckej federácie",Fulianka
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",73,Henrieta,Hrubá,PhDr.,54,"šéfredaktorka časopisu;členka nadácie Výskumu rakoviny",Bratislava
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",74,Peter,Beták,Ing.;PhD.,39,"konateľ spoločnosti",Humenné
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",75,Roman,Fajer,"JUDr. MUDr. Mgr.;MBA",45,lekár;urológ,"Valaská Belá"
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",76,Roman,Hvizdák,,40,umelec;výtvarník,Púchov
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",77,Marián,Kališ,MUDr.,59,lekár,Banka
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",78,Marián,Sičák,MUDr.;PhD.,55,"lekár;prednosta kliniky",Ružomberok
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",79,Tibor,Kočík,PaeDr.,63,"špeciálny pedagóg",Košice
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",80,Ľubomír,Ježo,JUDr.,58,"prednosta mestského úradu","Kysucké Nové Mesto"
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",81,Iveta,Zaremská,,68,ekonómka,"Banská Bystrica"
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",82,Ladislav,Mášik,JUDr.,38,právnik,Nitra
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",83,Luděk,Vrtík,Ing.,34,"manažér starostlivosti o zákazníkov",Bratislava
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",84,Peter,Hrebik,,53,"terénny sociálny pracovník","Stará Ľubovňa"
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",85,Vladimír,Krátky,Ing.,56,ekonóm;manažér,Bratislava
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",86,Pavol,Blahovský,Ing.,47,technik;energetik,Nitra
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",87,Marcel,Mihalik,"PaedDr. Ing.",50,"náčelník mestskej polície",Piešťany
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",88,Matej,Fabšík,Mgr.,30,"občiansky aktivista;energetik","Kysucké Nové Mesto"
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",89,Ján,Budaj,,64,"predseda Zmena zdola",Bratislava
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",90,Marian,Kubala,,41,živnostník,Čadca
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",91,František,Höger,PaedDr.;ThLic.,53,učiteľ,Fintice
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",92,Anton,Frič,Mgr.,40,"občiansky aktivista;fotograf",Poprad
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",93,Marián,Gális,,29,"študent politológie",Topoľčany
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",94,Vladimír,Feľbaba,Mgr.,26,právnik,Prešov
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",95,Tomáš,Caban,"JUDr. Ing.",27,ekonóm;právnik,"Liptovské Sliače"
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",96,Marian,Novota,Ing.;PhD.,47,"inžinier odpadového hospodárstva;mestský poslanec",Malacky
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",97,Matúš,Bystriansky,,21,"študent;občiansky aktivista","Dolná Strehová"
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",98,Gejza,Farkaš,Ing.,42,živnostník,"Rimavská Sobota"
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",99,Igor,Krafčík,,52,"obchodný zástupca",Košice
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",100,Konštantín,Javorský,Ing.,46,živnostník,Humenné
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",101,Rastislav,Zimmermann,,54,štatistik;analytik,Bratislava
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",102,Martin,Majdan,Ing.,28,geodet;kartograf,Beluša
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",103,Martin,Baranovič,Ing.,52,"konateľ spoločnosti",Hlohovec
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",104,Martin,Šebák,Ing.,45,"technik ťažbovej činnosti",Snina
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",105,Ján,Szöllös,"RNDr. Mgr.;CSc.",50,pastor;geograf,Bratislava
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",106,Eduard,Mihók,Mgr.,55,učiteľ,Rožňava
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",107,Ivan,Uhrík,"Ing. Bc.;PhD.",51,"predseda pozemkového spoločenstva","Banská Bystrica"
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",108,Žaneta,Knoteková,Mgr.,41,archivárka;historička;dobrovoľníčka,Leopoldov
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",109,Viera,Olbertová,"Ing. Mgr.",55,živnostníčka,"Krásno nad Kysucou"
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",110,Juraj,Pavlík,Ing.,51,živnostník,"Dunajská Streda"
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",111,Patrik,Lupták,,39,podnikateľ,Ružomberok
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",112,Peter,Hubáček,Bc.,48,"zdravotnícky záchranár",Nitra
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",113,Viktor,Gažo,,62,živnostník,Pezinok
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",114,Henrich,Haščák,JUDr.,39,advokát,Bratislava
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",115,Henrieta,Petrincová,,54,"živnostníčka;občianska aktivistka","Banská Bystrica"
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",116,Dagmar,Pupalová,,42,"lektorka;umelkyňa;herečka v ochotníckom divadle",Bratislava
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",117,Eva,Ivanovová,Ing.,35,živnostníčka,Prievidza
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",118,Lukáš,Lampart,,30,podnikateľ,Bratislava
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",119,Štefan,Goron,,38,"montážny pracovník",Hencovce
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",120,Patrik,Mečár,Mgr.,32,živnostník,Lukáčovce
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",121,Róbert,Sitár,,26,"šéfredaktor;občiansky aktivista",Nitra
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",122,Milan,Tomík,Ing.,48,"systémový inžinier",Trnava
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",123,František,Kováč,Ing.,56,živnostník,"Žiar nad Hronom"
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",124,Erik,Bukna,,32,"vedúci prevádzky reklamnej spoločnosti",Turčok
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",125,Andrej,Holič,Bc.,28,"manažér EÚ projektov",Bratislava
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",126,Roman,Szilágyi,Mgr.,34,"projektový manažér",Košice
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",127,Jaroslav,Hupka,Ing.,43,obchodník;technik,Púchov
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",128,Roman,Vaňo,Ing.,50,"stavebný inžinier;podnikateľ",Trenčín
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",129,Marian,Koláček,,42,"vodič MHD",Prievidza
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",130,Ján,Čičmanec,,45,"konateľ spoločnosti",Koš
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",131,Tomáš,Štark,Ing.,54,manažér,Košice
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",132,Róbert,Mačej,,36,"riaditeľ spoločnosti",Prešov
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",133,Milan,Beňo,Ing.,70,"súkromne hospodáriaci roľník",Turany
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",134,Adrián,Cupák,"Mgr. Ing.",33,právnik,Svidník
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",135,Pavol,Leško,,53,technik,Prešov
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",136,Štefan,Tomáš,Ing.,45,enviromentalista,Michalovce
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",137,Anna,Jakubíková,,57,"živnostníčka;lektorka enkaustiky",Púchov
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",138,Jozef,Halka,,41,"podnikateľ v stavebníctve",Rabčice
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",139,Michal,Kravčík,Ing.;CSc.,60,"predseda OZ Ľudia a voda",Košice
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",140,Igor,Hraško,Ing.,43,"poslanec NR SR",Blatnica
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",141,Janka,Šípošová,PhDr.;CSc.,66,"poslankyňa NR SR",Bratislava
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",142,Peter,Pollák,Mgr.;PhD.,42,"poslanec NR SR",Levoča
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",143,Helena,Mezenská,Mgr.,42,"poslankyňa NR SR",Poprad
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",144,Ján,Mičovský,Ing.;CSc.,61,"poslanec NR SR",Humenné
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",145,Richard,Vašečka,Mgr.,42,"poslanec NR SR",Svederník
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",146,Eva,Horváthová,"Prof. MUDr.;PhD. MPH",41,"poslankyňa NR SR",Bratislava
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",147,Martin,Fecko,Ing.,53,"poslanec NR SR",Prešov
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",148,Jozef,Viskupič,Mgr.,40,"poslanec NR SR",Trnava
3,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO - NOVA)",149,Erika,Jurinová,Ing.,44,"poslankyňa NR SR",Nižná
